region,quarter,hpi,approvals,unemp_rate,emp_total,part_rate,emp_yoy_pct,cash_rate,income,wealth,q_dt,hpi_qoq,hpi_yoy,approvals_qoq,approvals_yoy,wealth_qoq,wealth_yoy,income_qoq,income_yoy
sydney,2016Q2,186.9,19296.0,5.10265673333333,3809.859496,64.1813286333333,3.28031390542167,1.75,1092.33,986.0,2016-06-30,2.8052805280528004,3.5457063711911374,21.358490566037737,11.48601802634619,0.0,4.782146652497343,0.0,-0.5598645400917701
sydney,2016Q3,191.7,22563.0,4.9696706,3809.5268942,63.8307954333333,2.07250885655323,1.5,1092.33,986.0,2016-09-30,2.568218298555358,3.0645161290322465,16.93097014925373,25.301271727661458,0.0,4.782146652497343,0.0,-0.5598645400917701
sydney,2016Q4,201.7,16940.0,5.0332134,3795.73838576667,63.3727887,0.532195627130139,,1092.33,986.0,2016-12-31,5.216484089723528,10.158383397050796,-24.921331383238044,-16.494133885438234,0.0,4.782146652497343,0.0,-0.5598645400917701
sydney,2017Q1,207.8,16187.0,5.08304756666667,3794.8934627,63.10731136666671,-0.0829350920179772,,1115.79,1073.0,2017-03-31,3.0242935052057662,14.301430143014304,-4.445100354191267,1.8050314465408723,8.823529411764696,8.823529411764696,2.1477026173409186,2.1477026173409186
sydney,2017Q2,212.5,17041.0,4.89225626666667,3825.5682347666702,63.2348817333333,0.412318060105865,,1115.79,1073.0,2017-06-30,2.2617901828681397,13.697164258962014,5.275838635942431,-11.68635986733002,0.0,8.823529411764696,0.0,2.1477026173409186
sydney,2017Q3,209.6,20929.0,4.7596883,3867.0997817333296,63.6132965333333,1.51128707401931,,1115.79,1073.0,2017-09-30,-1.3647058823529457,9.337506520605121,22.815562466991366,-7.2419447768470535,0.0,8.823529411764696,0.0,2.1477026173409186
sydney,2017Q4,209.4,18053.0,4.7861934,3908.0602615,64.0928937333333,2.95915746339421,,1115.79,1073.0,2017-12-31,-0.0954198473282375,3.817550818046622,-13.741698122222756,6.570247933884299,0.0,8.823529411764696,0.0,2.1477026173409186
sydney,2018Q1,206.8,16554.0,4.93356166666667,3935.48759746667,64.4037790333333,3.70482428949761,,1160.2,1097.0,2018-03-31,-1.241642788920727,-0.48123195380173067,-8.303329086578405,2.2672514981157743,2.236719478098781,2.236719478098781,3.980139632009605,3.980139632009605
sydney,2018Q2,204.4,17320.0,4.90299133333333,3955.2251748333297,64.4717700666667,3.38922042713414,,1160.2,1097.0,2018-06-30,-1.1605415860735047,-3.811764705882348,4.627280415609514,1.6372278622146519,0.0,2.236719478098781,0.0,3.980139632009605
sydney,2018Q3,200.5,16615.0,4.64522773333333,3982.154088,64.5129189666667,2.97520914278286,,1160.2,1097.0,2018-09-30,-1.9080234833659504,-4.341603053435117,-4.070438799076214,-20.61254718333413,0.0,2.236719478098781,0.0,3.980139632009605
sydney,2018Q4,193.1,14479.0,4.36861436666667,4017.015543,64.6705492666667,2.78796318913928,,1160.2,1097.0,2018-12-31,-3.6907730673316763,-7.784145176695323,-12.85585314474872,-19.797263612695946,0.0,2.236719478098781,0.0,3.980139632009605
sydney,2019Q1,185.5,13521.0,4.3665545,4050.73993033333,64.9959337,2.92854011129031,,1175.63,1100.0,2019-03-31,-3.9357845675815573,-10.299806576402325,-6.616479038607636,-18.32185574483508,0.27347310847767314,0.27347310847767314,1.3299431132563377,1.3299431132563377
sydney,2019Q2,184.6,13367.0,4.5373039,4077.15460476667,65.3534665,3.08274306881835,1.25,1175.63,1100.0,2019-06-30,-0.48517520215634047,-9.686888454011743,-1.138969011167812,-22.82332563510393,0.0,0.27347310847767314,0.0,1.3299431132563377
sydney,2019Q3,191.2,12611.0,4.58488703333333,4079.4317399,65.2491927,2.44283997430288,1.0,1175.63,1100.0,2019-09-30,3.5752979414951147,-4.638403990024942,-5.655719308745422,-24.09870598856455,0.0,0.27347310847767314,0.0,1.3299431132563377
sydney,2019Q4,200.2,12263.0,4.6104871,4069.3277614,64.9132902666667,1.30226577019745,0.75,1175.63,1100.0,2019-12-31,4.707112970711291,3.676851372345924,-2.7594956783760227,-15.3049243732302,0.0,0.27347310847767314,0.0,1.3299431132563377
sydney,2020Q1,204.0,13006.0,4.82428096666667,4071.28734273333,64.9127022,0.50725084190506,0.375,1227.35,1145.0,2020-03-31,1.8981018981019115,9.973045822102433,6.058876294544557,-3.808889875009247,4.090909090909101,4.090909090909101,4.399343330809846,4.399343330809846
sydney,2020Q2,199.6,10868.0,6.59047706666667,3881.27388586667,62.9872594333333,-4.80434856875411,,1227.35,1145.0,2020-06-30,-2.1568627450980427,8.125677139761645,-16.438566815316,-18.695294381686246,0.0,4.090909090909101,0.0,4.399343330809846
sydney,2020Q3,201.5,12265.0,6.71515283333333,3945.06568746667,64.1555549333333,-3.29374434971246,,1227.35,1145.0,2020-09-30,0.9519038076152286,5.387029288702938,12.854251012145745,-2.743636507810643,0.0,4.090909090909101,0.0,4.399343330809846
sydney,2020Q4,207.6,15129.0,6.49577916666667,4002.404162,64.9924045333333,-1.64458611652789,0.1,1227.35,1145.0,2020-12-31,3.027295285359788,3.6963036963036933,23.350998777007746,23.371116366305156,0.0,4.090909090909101,0.0,4.399343330809846
sydney,2021Q1,220.3,14663.0,5.81293793333333,4050.14743356667,65.3095533333333,-0.51924385058203,,1211.96,1332.0,2021-03-31,6.117533718689794,7.990196078431389,-3.0801771432348524,12.740273719821626,16.331877729257638,16.331877729257638,-1.2539210494153963,-1.2539210494153963
sydney,2021Q2,238.1,18156.0,5.1903879,4092.08582906667,65.5581439666667,5.43151422443169,,1211.96,1332.0,2021-06-30,8.07989105764866,19.288577154308626,23.821864557048357,67.05925653294074,0.0,16.331877729257638,0.0,-1.2539210494153963
sydney,2021Q3,252.9,17173.0,4.9396578,3954.61436713333,63.1680587,0.24204108177468,,1211.96,1332.0,2021-09-30,6.21587568248636,25.508684863523577,-5.414188147168975,40.016306563391765,0.0,16.331877729257638,0.0,-1.2539210494153963
sydney,2021Q4,267.297085210031,13308.0,4.49796653333333,4014.8916674333295,63.7059333666667,0.31200011113055,,1211.96,1332.0,2021-12-31,5.6927976314871565,28.755821392115145,-22.506259826471787,-12.036486218520725,0.0,16.331877729257638,0.0,-1.2539210494153963
sydney,2022Q1,270.784945602646,12296.0,3.8272889,4131.0398698,64.8307116333333,1.99727139715744,,1191.54,1441.0,2022-03-31,1.3048628606908919,22.916452838241486,-7.604448452058909,-16.142672031644278,8.183183183183186,8.183183183183186,-1.6848740882537405,-1.6848740882537405
sydney,2022Q2,264.867427742664,12797.0,3.51661536666667,4198.72751596667,65.3629768333333,2.60604716896475,0.6,1191.54,1441.0,2022-06-30,-2.1853201058915084,11.242094810022675,4.0744957709824225,-29.516413306895796,0.0,8.183183183183186,0.0,-1.6848740882537405
sydney,2022Q3,253.474316361166,15837.0,3.37319443333333,4259.83134696667,65.8568638,7.71799602939751,1.85,1191.54,1441.0,2022-09-30,-4.301439206245917,0.22709227408699295,23.7555677111823,-7.779654108193091,0.0,8.183183183183186,0.0,-1.6848740882537405
sydney,2022Q4,253.711720311687,13142.0,3.2775025,4306.64839783333,66.0958138,7.26686432828501,2.85,1191.54,1441.0,2022-12-31,0.09365996284322886,-5.082496461818575,-17.017111826734865,-1.24737000300571,0.0,8.183183183183186,0.0,-1.6848740882537405
sydney,2023Q1,253.662394967822,8905.0,3.2559486,4328.15206696667,65.9481189666667,4.77149103807149,3.475,,1470.0,2023-03-31,-0.01944149202268708,-6.323302278388077,-32.24014609648456,-27.578074170461942,2.012491325468435,2.012491325468435,0.0,0.0
sydney,2023Q2,265.444742876127,14429.0,3.30166863333333,4354.87645756667,65.9413562,3.71895868465402,3.975,,1470.0,2023-06-30,4.6448934260829855,0.21796380868088772,62.03256597417182,12.752988981792601,0.0,2.012491325468435,0.0,0.0
sydney,2023Q3,266.798191060108,10905.0,3.39049273333333,4382.01825636667,65.9911384,2.86835086762312,,,1470.0,2023-09-30,0.5098794458372913,5.256498918792762,-24.423036939496846,-31.142261792006064,0.0,2.012491325468435,0.0,0.0
sydney,2023Q4,273.80582784065,11162.0,3.53881566666667,4401.0789121,65.9936485,2.19266830127518,4.35,,1470.0,2023-12-31,2.6265683259311112,7.920054897060824,2.356717102246675,-15.066199969563232,0.0,2.012491325468435,0.0,0.0
sydney,2024Q1,276.790594429691,9782.0,3.73835173333333,4407.71366546667,65.8955386333333,1.83823482329166,,,1584.0,2024-03-31,1.0901033818674133,9.117709175931621,-12.363375739114858,9.84839977540708,7.755102040816331,7.755102040816331,0.0,0.0
sydney,2024Q2,281.808363943609,10888.0,3.8989386,4416.69503296667,65.8880866333333,1.41952535283953,,,1584.0,2024-06-30,1.8128396032591976,6.164605442993554,11.306481292169291,-24.540855222122115,0.0,7.755102040816331,0.0,0.0
sydney,2024Q3,,10666.0,3.93342936666667,4443.5540846,66.085685,1.40428050804962,,,1584.0,2024-09-30,0.0,5.6260399757055435,-2.0389419544452614,-2.191655204034848,0.0,7.755102040816331,0.0,0.0
sydney,2024Q4,,12672.0,3.8932222333333297,4474.38466436667,66.2637692,1.66563139927176,,,1584.0,2024-12-31,0.0,2.9227048109495612,18.80742546409151,13.528041569611183,0.0,7.755102040816331,0.0,0.0
sydney,2025Q1,,11837.0,3.94947193333333,4488.31510596667,66.2244336333333,1.82864511212451,4.1,,,2025-03-31,0.0,1.8128396032591976,-6.589330808080806,21.00797382948272,0.0,0.0,0.0,0.0
sydney,2025Q2,,13897.0,4.08069816666667,4486.33397726667,66.0057612666667,1.5767206877588,3.85,,,2025-06-30,0.0,0.0,17.403058207316047,27.635929463629694,0.0,0.0,0.0,0.0
sydney,2025Q3,,13337.0,4.1846955,4478.0706655,65.6905795,0.776778683073176,3.6,,,2025-09-30,0.0,0.0,-4.029646686335175,25.04219013688356,0.0,0.0,0.0,0.0
sydney,2025Q4,,,,,,,,,,2025-12-31,0.0,0.0,0.0,5.247790404040398,0.0,0.0,0.0,0.0
